intersect_bp,f_orig_query,f_found_genome,name
29000.0,0.00010278284554307886,3.1749159742065445e-05,Rhich1_AssemblyScaffolds.fasta.gz
7000.0,5.92434610029918e-05,7.663590282567521e-06,"AZRP01000001.1 Puccinia triticina Race 106 contig00001, whole genome shotgun sequence"
11000.0,5.577452219825984e-05,1.2042784729748963e-05,Crypo1_AssemblyScaffolds.fasta.gz
10000.0,8.119299575089988e-05,1.0947986117953603e-05,Aspfo1_AssemblyScaffolds.fasta.gz
42000.0,6.697325534669822e-05,4.598154169540513e-05,Absrep1_AssemblyScaffolds.fasta.gz
16000.0,7.352760961741134e-05,1.7516777788725762e-05,Bisnum1_AssemblyScaffolds.fasta.gz
18000.0,0.00011202808170581425,1.9706375012316486e-05,Ustsp1_AssemblyScaffolds.fasta.gz
11000.0,5.779344622319829e-05,1.2042784729748963e-05,Terbo2_AssemblyScaffolds.fasta.gz
5000.0,8.987417615338525e-05,5.473993058976801e-06,CocheC5_3_AssemblyScaffolds.fasta.gz
13000.0,8.393017009847807e-05,1.4232381953339683e-05,Pilidi1_AssemblyScaffolds.fasta.gz
24000.0,0.00010486210633017582,2.6275166683088645e-05,Parbra1_AssemblyScaffolds.fasta.gz
25000.0,0.00024937655860349125,2.7369965294884005e-05,Pacta1_2_AssemblyScaffolds.fasta.gz
61000.0,7.970879719425034e-05,6.678271531951697e-05,Lobtra1_AssemblyScaffolds.fasta.gz
13000.0,0.0003180324393088095,1.4232381953339683e-05,Hanva1_1_AssemblyScaffolds.fasta.gz
19000.0,9.560229445506692e-05,2.0801173624111846e-05,Gonbut1_AssemblyScaffolds.fasta.gz
9000.0,5.2949274594938046e-05,9.853187506158243e-06,Botci1_AssemblyScaffolds.fasta.gz
15000.0,7.301935012778386e-05,1.6421979176930402e-05,Aspgl1_AssemblyScaffolds.fasta.gz
7000.0,7.06164818868724e-05,7.663590282567521e-06,Aspfu_A1163_1_AssemblyScaffolds.fasta.gz
2000.0,5.461645593817417e-05,2.1895972235907203e-06,Crevar1_AssemblyScaffolds.fasta.gz
9000.0,3.1765696224647004e-05,9.853187506158243e-06,Blugr1_AssemblyScaffolds.fasta.gz
27000.0,4.105006054883931e-05,2.9559562518474725e-05,Blade1_AssemblyScaffolds.fasta.gz
9000.0,5.5407801418439715e-05,9.853187506158243e-06,Aspfij1_AssemblyScaffolds.fasta.gz
4000.0,3.0116853391157692e-05,4.379194447181441e-06,Basme2finSC_AssemblyScaffolds.fasta.gz
6000.0,4.072987943955686e-05,6.568791670772161e-06,Colfi1_AssemblyScaffolds.fasta.gz
26000.0,4.56235600063873e-05,2.8464763906679365e-05,Zyghet1_AssemblyScaffolds.fasta.gz
17000.0,1.6131243799553166e-05,1.8611576400521126e-05,Zoprh1_AssemblyScaffolds.fasta.gz
6000.0,4.487524681385748e-05,6.568791670772161e-06,Trepe1_AssemblyScaffolds.fasta.gz
19000.0,8.276432857438444e-05,2.0801173624111846e-05,Tilalb1_AssemblyScaffolds.fasta.gz
6000.0,3.03905181583346e-05,6.568791670772161e-06,ThoPMI491_1_AssemblyScaffolds.fasta.gz
6000.0,7.059155724975294e-05,6.568791670772161e-06,Theau1_AssemblyScaffolds.fasta.gz
8000.0,8.40866092074837e-05,8.758388894362881e-06,Synfus1_AssemblyScaffolds.fasta.gz
9000.0,9.88288777980926e-05,9.853187506158243e-06,Rhoba1_1_AssemblyScaffolds.fasta.gz
3000.0,3.9247237975627464e-05,3.2843958353860807e-06,"KQ503367.1 Puccinia psidii isolate Aus_3 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence"
19000.0,5.368406925244934e-05,2.0801173624111846e-05,Rhior3_scaffolds.fasta.gz
15000.0,3.0252151684288544e-05,1.6421979176930402e-05,Pucgr2_AssemblyScaffolds.fasta.gz
6000.0,5.0968399592252805e-05,6.568791670772161e-06,Monha1_AssemblyScaffolds.fasta.gz
2000.0,4.295255889869639e-05,2.1895972235907203e-06,"CVRD01000001.1 Clavaria fumosa genome assembly Cla_fum_l100.fa, contig 40, whole genome shotgun sequence"
22000.0,1.36093305570299e-05,2.4085569459497925e-05,Melap1finSC_191_AssemblyScaffolds.fasta.gz
23000.0,4.644681839294008e-05,2.5180368071293285e-05,Marbr1_AssemblyScaffolds.fasta.gz
38000.0,3.0320947226391353e-05,4.160234724822369e-05,Kalpfe1_AssemblyScaffolds.fasta.gz
3000.0,6.912760956726116e-05,3.2843958353860807e-06,Claca1_AssemblyScaffolds.fasta.gz
26000.0,2.3010722996916562e-05,2.8464763906679365e-05,Gloin1_AssemblyScaffolds.fasta.gz
6000.0,2.711864406779661e-05,6.568791670772161e-06,Gaumor1_1_AssemblyScaffolds.fasta.gz
26000.0,4.28027222531353e-05,2.8464763906679365e-05,Cirumb1_AssemblyScaffolds.fasta.gz
6000.0,5.620345651257552e-05,6.568791670772161e-06,Aspph1_AssemblyScaffolds.fasta.gz
5000.0,0.00012607955619996217,5.473993058976801e-06,"FMVU01002546.1 Ustilago bromivora strain UB2 genome assembly, contig: C10459, whole genome shotgun sequence"
5000.0,0.00010338588782631171,5.473993058976801e-06,Acain1_AssemblyScaffolds.fasta.gz
1000.0,3.225494307002548e-05,1.0947986117953602e-06,"JNHX01000001.1 Amanita muscaria var. guessowii Koide BX008 seq1, whole genome shotgun sequence"
2000.0,0.00012981955082435416,2.1895972235907203e-06,"CM001110.1 Saccharomyces cerevisiae FostersB chromosome I, whole genome shotgun sequence"
16000.0,2.72086632383751e-05,1.7516777788725762e-05,Corma2_AssemblyScaffolds.fasta.gz
3000.0,2.2850353037954437e-05,3.2843958353860807e-06,Corca1_AssemblyScaffolds.fasta.gz
1000.0,0.00011015642211940956,1.0947986117953602e-06,"JNEG01000001.1 Cunninghamella bertholletiae 175 ctg7180000053040_1, whole genome shotgun sequence"
1000.0,0.00011990407673860912,1.0947986117953602e-06,"KV453841.1 Tortispora caseinolytica NRRL Y-17796 unplaced genomic scaffold CANCAscaffold_1, whole genome shotgun sequence"
6000.0,4.220477758082215e-05,6.568791670772161e-06,Conth1_AssemblyScaffolds.fasta.gz
2000.0,0.00013863856924996534,2.1895972235907203e-06,"ABPC01006145.1 Saccharomyces cerevisiae M22 Contig3380, whole genome shotgun sequence"
2000.0,2.3902858781910316e-05,2.1895972235907203e-06,Conlig1_AssemblyScaffolds.fasta.gz
1000.0,3.929581892486639e-05,1.0947986117953602e-06,"AEIW01000001.1 Cordyceps cicadae BA-001 contig00001, whole genome shotgun sequence"
1000.0,3.404371212637026e-05,1.0947986117953602e-06,"NW_017306190.1 Alternaria alternata strain SRC1lrK2f unplaced genomic scaffold CC77scaffold_1, whole genome shotgun sequence"
15000.0,2.5591810620601408e-05,1.6421979176930402e-05,Aspell1_AssemblyScaffolds.fasta.gz
6000.0,1.588915723910004e-05,6.568791670772161e-06,Bimnz1_AssemblyScaffolds.fasta.gz
3000.0,2.5693730729701953e-05,3.2843958353860807e-06,"JEMT01000001.1 Rhizophagus irregularis DAOM 197198w jcf7180003165201, whole genome shotgun sequence"
15000.0,1.9641734758013828e-05,1.6421979176930402e-05,Colso1_AssemblyScaffolds.fasta.gz
1000.0,0.00011893434823977165,1.0947986117953602e-06,"AABY01000832.1 Saccharomyces paradoxus NRRL Y-17217 contig_531, whole genome shotgun sequence"
9000.0,2.044320876604792e-05,9.853187506158243e-06,Colph1_AssemblyScaffolds.fasta.gz
1000.0,1.4748827468216277e-05,1.0947986117953602e-06,"ADAS02000001.1 Puccinia triticina 1-1 BBBD Race 1 supercont2.1, whole genome shotgun sequence"
5000.0,1.824850818445592e-05,5.473993058976801e-06,Collu1_AssemblyScaffolds.fasta.gz
12000.0,2.0733123237684526e-05,1.3137583341544323e-05,Colhig2_AssemblyScaffolds.fasta.gz
15000.0,2.101105181325377e-05,1.6421979176930402e-05,Colgr1_AssemblyScaffolds.fasta.gz
8000.0,3.095400235250418e-05,8.758388894362881e-06,Aspca3_scaffolds.fasta.gz
1000.0,2.342084923999344e-05,1.0947986117953602e-06,Xylhyp1_AssemblyScaffolds.fasta.gz
4000.0,3.9051821767485456e-05,4.379194447181441e-06,Aurpu_var_sub1_AssemblyScaffolds.fasta.gz
10000.0,2.0034459269944305e-05,1.0947986117953603e-05,Colce1_AssemblyScaffolds.fasta.gz
1000.0,2.9968832414289138e-05,1.0947986117953602e-06,Volvo1_AssemblyScaffolds.fasta.gz
11000.0,2.7226442320781944e-05,1.2042784729748963e-05,Aspbru1_AssemblyScaffolds.fasta.gz
20000.0,2.2754164012014198e-05,2.1895972235907206e-05,Colca1_AssemblyScaffolds.fasta.gz
7000.0,5.433010974682169e-05,7.663590282567521e-06,Trisp1_AssemblyScaffolds.fasta.gz
1000.0,4.7705371624844956e-05,1.0947986117953602e-06,"DS268403.1 Coccidioides immitis RMSCC 3703 supercont1.286 genomic scaffold, whole genome shotgun sequence"
5000.0,3.0719134949159833e-05,5.473993058976801e-06,TrireRUTC30_1_AssemblyScaffolds.fasta.gz
2000.0,3.713192974638892e-05,2.1895972235907203e-06,Amore1_AssemblyScaffolds.fasta.gz
16000.0,2.7252411838447703e-05,1.7516777788725762e-05,Trias1_AssemblyScaffolds.fasta.gz
5000.0,2.650551314673452e-05,5.473993058976801e-06,Trapub1_AssemblyScaffolds.fasta.gz
8000.0,3.132537668765467e-05,8.758388894362881e-06,Torra1_AssemblyScaffolds.fasta.gz
9000.0,7.24112961622013e-05,9.853187506158243e-06,Symat1_AssemblyScaffolds.fasta.gz
3000.0,4.7429330297856194e-05,3.2843958353860807e-06,Spopa1_AssemblyScaffolds.fasta.gz
10000.0,2.5644971021182746e-05,1.0947986117953603e-05,Sodal1_AssemblyScaffolds.fasta.gz
11000.0,2.891844997108155e-05,1.2042784729748963e-05,Settur1_AssemblyScaffolds.fasta.gz
2000.0,2.970532319391635e-05,2.1895972235907203e-06,Sebve1_AssemblyScaffolds.fasta.gz
2000.0,3.261897772123822e-05,2.1895972235907203e-06,Coclu2_AssemblyScaffolds.fasta.gz
3000.0,3.3779219024456154e-05,3.2843958353860807e-06,Sacpr1_AssemblyScaffolds.fasta.gz
17000.0,3.62226971420292e-05,1.8611576400521126e-05,Cocim1_AssemblyScaffolds.fasta.gz
2000.0,2.0057364061215075e-05,2.1895972235907203e-06,Ricfib1_AssemblyScaffolds.fasta.gz
6000.0,2.527869764149751e-05,6.568791670772161e-06,Rhyru1_1_AssemblyScaffolds.fasta.gz
3000.0,1.5494507197198592e-05,3.2843958353860807e-06,Rhobut1_1_AssemblyScaffolds.fasta.gz
1000.0,0.00016342539630658605,1.0947986117953602e-06,"LMTL01000100.1 Candida sojae strain GF41 100_contig, whole genome shotgun sequence"
21000.0,4.308302098143122e-05,2.2990770847702566e-05,Rhimi_ATCC11559_1_AssemblyScaffolds.fasta.gz
2000.0,2.5371695336682396e-05,2.1895972235907203e-06,Rhihy1_AssemblyScaffolds.fasta.gz
12000.0,1.4465709036728435e-05,1.3137583341544323e-05,Pucst_PST78_1_AssemblyScaffolds.fasta.gz
4000.0,3.698498409645684e-05,4.379194447181441e-06,Polci1_AssemblyScaffolds.fasta.gz
1000.0,4.148344810420642e-05,1.0947986117953602e-06,"KE148146.1 Ophiostoma piceae UAMH 11346 chromosome Unknown scf01, whole genome shotgun sequence"
20000.0,2.5869874531108523e-05,2.1895972235907206e-05,Plesi1_AssemblyScaffolds.fasta.gz
1000.0,3.1850176768481066e-05,1.0947986117953602e-06,PleosPC9_1_Assembly_scaffolds.fasta.gz
1000.0,0.007575757575757576,1.0947986117953602e-06,Pilidi1_MitoAssemblyScaffolds.fasta.gz
13000.0,3.3100526298368146e-05,1.4232381953339683e-05,Phycit1_AssemblyScaffolds.fasta.gz
3000.0,2.339892832908253e-05,3.2843958353860807e-06,Phocon1_AssemblyScaffolds.fasta.gz
6000.0,3.471740036106096e-05,6.568791670772161e-06,Phcitr1_AssemblyScaffolds.fasta.gz
4000.0,3.2529846133827784e-05,4.379194447181441e-06,Phcit1_AssemblyScaffolds.fasta.gz
28000.0,2.1838829438742085e-05,3.0654361130270085e-05,Phaart1_AssemblyScaffolds.fasta.gz
6000.0,2.980892479208275e-05,6.568791670772161e-06,Penth1_AssemblyScaffolds.fasta.gz
5000.0,3.205950243652218e-05,5.473993058976801e-06,Penra1_AssemblyScaffolds.fasta.gz
3000.0,2.1675987341223392e-05,3.2843958353860807e-06,Cloaq1_AssemblyScaffolds.fasta.gz
3000.0,4.018969536210915e-05,3.2843958353860807e-06,"KQ435302.1 Mucor circinelloides strain WJ11 unplaced genomic scaffold scaffold00001, whole genome shotgun sequence"
2000.0,2.643195094229905e-05,2.1895972235907203e-06,Parsp1_AssemblyScaffolds.fasta.gz
14000.0,3.832739258748227e-05,1.5327180565135043e-05,Ophpi1_AssemblyScaffolds.fasta.gz
13000.0,2.6080379730328874e-05,1.4232381953339683e-05,Neurospora_tetrasperma_matA_v2.unmasked_nuclear_assembly.gz
3000.0,2.399635255441173e-05,3.2843958353860807e-06,Naifl1_AssemblyScaffolds.fasta.gz
12000.0,2.7854377315395116e-05,1.3137583341544323e-05,Aspvio1_AssemblyScaffolds.fasta.gz
1000.0,2.7694693696687715e-05,1.0947986117953602e-06,Mycosphaerella_graminicola.AssembledScaffolds.fasta.gz
23000.0,2.7902564245654176e-05,2.5180368071293285e-05,Mormul1_AssemblyScaffolds.fasta.gz
9000.0,2.173629526583489e-05,9.853187506158243e-06,Morimp1_AssemblyScaffolds.fasta.gz
4000.0,3.571811265492731e-05,4.379194447181441e-06,Melti1_AssemblyScaffolds.fasta.gz
12000.0,5.3772113781792764e-05,1.3137583341544323e-05,Melen1_AssemblyScaffolds.fasta.gz
7000.0,1.3722880158087579e-05,7.663590282567521e-06,Melbi2_AssemblyScaffolds.fasta.gz
6000.0,2.917067763484146e-05,6.568791670772161e-06,Maseb1_AssemblyScaffolds.fasta.gz
12000.0,2.9107844564110028e-05,1.3137583341544323e-05,Magpo1_AssemblyScaffolds.fasta.gz
9000.0,2.6906312220847012e-05,9.853187506158243e-06,Maggr1_AssemblyScaffolds.fasta.gz
7000.0,2.1531770126822127e-05,7.663590282567521e-06,Macph1_AssemblyScaffolds.fasta.gz
4000.0,1.9393751333320404e-05,4.379194447181441e-06,Lycper1_AssemblyScaffolds.fasta.gz
5000.0,3.208418891170431e-05,5.473993058976801e-06,Amath1_AssemblyScaffolds.fasta.gz
4000.0,3.686092373474879e-05,4.379194447181441e-06,Ascni1_AssemblyScaffolds.fasta.gz
1000.0,2.1107733873691322e-05,1.0947986117953602e-06,Hymvar1_AssemblyScaffolds.fasta.gz
3000.0,5.916109566349169e-05,3.2843958353860807e-06,Hetpy1_AssemblyScaffolds.fasta.gz
17000.0,4.232983406705046e-05,1.8611576400521126e-05,Gilper1_AssemblyScaffolds.fasta.gz
5000.0,2.471027206009538e-05,5.473993058976801e-06,Fenlin1_AssemblyScaffolds.fasta.gz
10000.0,3.912210007433199e-05,1.0947986117953603e-05,Eurhe1_AssemblyScaffolds.fasta.gz
2000.0,3.7510784350500766e-05,2.1895972235907203e-06,"KN715891.1 Penicillium chrysogenum KF-25 unplaced genomic scaffold scaffold1, whole genome shotgun sequence"
1000.0,1.9843238416509574e-05,1.0947986117953602e-06,"MKXH02000317.1 Puccinia striiformis f. sp. tritici strain 38S102 Scaffold_1, whole genome shotgun sequence"
1000.0,1.4073406890340013e-05,1.0947986117953602e-06,"KN360965.1 Uromyces viciae-fabae strain I2 unplaced genomic scaffold scaffold_1, whole genome shotgun sequence"
10000.0,7.656381594058648e-05,1.0947986117953603e-05,Canar1_AssemblyScaffolds.fasta.gz
2000.0,1.0129557034470883e-05,2.1895972235907203e-06,Denbi1_AssemblyScaffolds.fasta.gz
1000.0,1.4004033161550527e-05,1.0947986117953602e-06,Armga1_AssemblyScaffolds.fasta.gz
2000.0,3.435363633240578e-05,2.1895972235907203e-06,Delst1_AssemblyScaffolds.fasta.gz
11000.0,2.711643798470633e-05,1.2042784729748963e-05,DalEC12_1_AssemblyScaffolds.fasta.gz
9000.0,3.021969719863407e-05,9.853187506158243e-06,Aspibe1_AssemblyScaffolds.fasta.gz
8000.0,3.914966918529539e-05,8.758388894362881e-06,Bulin1_AssemblyScaffolds.fasta.gz
3000.0,1.583054979499438e-05,3.2843958353860807e-06,"LADD01000001.1 Puccinia triticina Race 77 isolate 77-9 contig00001, whole genome shotgun sequence"
